516	120	120	12	85.9	13	6.2	1.0	1.08333333333
523	180	180	18	147.8	19	7.7	1.0	1.05555555556
555	80	40	4	13.4	5	8.3	0.5	1.25
211	3470	410	41	441.0	41	47.1	0.118155619597	1.0
509	80	60	6	25.2	9	4.5	0.75	1.5
490	170	170	17	136.8	18	8.5	1.0	1.05882352941
231	3470	100	10	68.6	10	16.2	0.028818443804	1.0
468	80	40	4	12.8	4	11.3	0.5	1.0
224	3470	180	18	182.9	18	31.3	0.0518731988473	1.0
217	3630	3630	363	4150.1	369	16.4	1.0	1.01652892562
213	3480	1310	131	1288.6	131	11.5	0.376436781609	1.0
219	3480	700	70	698.7	70	26.3	0.201149425287	1.0
366	1940	40	4	17.9	4	8.1	0.020618556701	1.0
534	380	380	38	357.8	40	7.4	1.0	1.05263157895
225	3470	120	12	138.2	12	21.1	0.0345821325648	1.0
293	80	70	7	71.0	7	20.2	0.875	1.0
224	3470	1040	104	1045.6	104	54.8	0.299711815562	1.0
526	170	170	17	144.6	18	5.3	1.0	1.05882352941
423	80	60	6	50.8	8	10.6	0.75	1.33333333333
380	3480	70	7	81.7	7	8.9	0.0201149425287	1.0
351	3490	300	30	358.6	34	4.4	0.0859598853868	1.13333333333
202	3470	370	37	387.6	37	43.2	0.106628242075	1.0
204	3470	90	9	73.7	9	11.7	0.0259365994236	1.0
528	440	440	44	390.2	44	14.5	1.0	1.0
464	110	110	11	47.1	11	30.5	1.0	1.0
626	80	50	5	90.1	6	9.0	0.625	1.2
231	3470	40	4	34.9	5	22.4	0.0115273775216	1.25
225	3470	1370	137	1425.9	137	48.2	0.394812680115	1.0
286	3470	30	3	160.5	5	78.9	0.00864553314121	1.66666666667
563	80	70	7	26.7	8	7.0	0.875	1.14285714286
340	3480	800	80	772.7	80	7.2	0.229885057471	1.0
367	80	70	7	18.8	7	8.8	0.875	1.0
228	3480	110	11	86.1	11	12.2	0.0316091954023	1.0
360	3480	190	19	170.6	19	12.1	0.0545977011494	1.0
204	3470	140	14	150.3	17	19.3	0.0403458213256	1.21428571429
562	80	50	5	36.8	6	10.5	0.625	1.2
224	3470	310	31	291.2	31	19.2	0.0893371757925	1.0
207	3470	440	44	418.6	44	16.2	0.126801152738	1.0
206	3480	200	20	190.5	20	27.0	0.0574712643678	1.0
220	3480	190	19	188.6	19	31.3	0.0545977011494	1.0
225	3470	1040	104	1028.7	104	22.3	0.299711815562	1.0
222	3470	100	10	80.7	10	28.7	0.028818443804	1.0
506	300	300	30	270.1	31	10.1	1.0	1.03333333333
215	3470	430	43	415.4	43	21.0	0.123919308357	1.0
229	3480	40	4	155.9	4	66.7	0.0114942528736	1.0
239	3470	80	8	93.5	8	25.8	0.0230547550432	1.0
221	3470	300	30	280.5	30	17.8	0.0864553314121	1.0
217	3470	80	8	131.6	8	38.1	0.0230547550432	1.0
190	3470	400	40	391.7	40	25.2	0.115273775216	1.0
204	3470	400	40	409.9	40	42.1	0.115273775216	1.0
222	3470	660	66	698.9	66	76.8	0.190201729107	1.0
411	120	120	12	71.6	14	7.5	1.0	1.16666666667
221	250	30	3	115.4	3	68.2	0.12	1.0
236	3470	80	8	58.1	8	11.7	0.0230547550432	1.0
191	3470	170	17	155.5	17	27.5	0.0489913544669	1.0
226	3470	340	34	229.5	34	12.5	0.0979827089337	1.0
222	3480	630	63	626.7	63	21.9	0.181034482759	1.0
237	3470	60	6	91.7	6	63.2	0.0172910662824	1.0
215	3470	350	35	384.3	35	42.8	0.100864553314	1.0
266	3470	30	3	327.7	3	303.3	0.00864553314121	1.0
225	3470	350	35	332.9	35	20.6	0.100864553314	1.0
417	80	40	4	56.1	9	6.2	0.5	2.25
548	100	100	10	65.0	11	4.7	1.0	1.1
208	3480	610	61	639.0	66	33.4	0.175287356322	1.08196721311
212	3470	530	53	515.5	53	18.7	0.152737752161	1.0
217	3480	690	69	678.8	69	20.6	0.198275862069	1.0
474	100	100	10	72.4	10	9.0	1.0	1.0
226	3470	320	32	347.4	32	30.1	0.0922190201729	1.0
248	3470	40	4	42.0	4	31.7	0.0115273775216	1.0
207	3480	630	63	618.8	63	20.0	0.181034482759	1.0
476	100	100	10	69.9	10	13.4	1.0	1.0
212	3480	330	33	382.9	33	41.7	0.0948275862069	1.0
218	3470	580	58	637.3	58	33.9	0.167146974063	1.0
167	3470	580	58	548.9	58	17.7	0.167146974063	1.0
494	230	230	23	201.6	24	3.4	1.0	1.04347826087
221	3470	470	47	459.9	47	20.1	0.135446685879	1.0
225	3470	290	29	446.2	29	59.3	0.0835734870317	1.0
358	3480	390	39	390.9	40	25.3	0.112068965517	1.02564102564
214	3470	500	50	566.3	51	38.1	0.14409221902	1.02
219	3470	990	99	1037.3	99	20.6	0.28530259366	1.0
505	100	100	10	139.6	11	19.1	1.0	1.1
210	3470	680	68	669.1	71	18.5	0.195965417867	1.04411764706
624	2860	2860	286	2860.4	286	24.5	1.0	1.0
528	200	200	20	268.1	21	49.2	1.0	1.05
557	110	110	8	81.2	10	52.1	1.0	1.25
224	3480	120	12	170.5	12	31.7	0.0344827586207	1.0
225	3470	810	81	788.7	81	16.0	0.233429394813	1.0
211	3480	460	46	460.5	46	35.1	0.132183908046	1.0
218	3480	430	43	568.5	50	15.2	0.123563218391	1.16279069767
220	3480	160	16	143.9	16	15.9	0.0459770114943	1.0
226	3470	210	21	192.0	22	13.4	0.0605187319885	1.04761904762
227	3470	460	46	447.3	47	17.8	0.132564841499	1.02173913043
218	3480	210	21	195.1	22	15.7	0.0603448275862	1.04761904762
345	900	790	79	830.9	79	17.9	0.877777777778	1.0
354	3480	2140	214	2111.9	214	4.9	0.614942528736	1.0
207	3470	360	36	465.9	36	25.3	0.103746397695	1.0
226	3470	740	74	737.0	74	24.5	0.21325648415	1.0
220	3470	140	14	144.1	14	42.2	0.0403458213256	1.0
143	3480	70	7	45.0	8	17.3	0.0201149425287	1.14285714286
220	3470	270	27	294.7	27	44.2	0.0778097982709	1.0
201	3470	140	14	126.8	14	19.4	0.0403458213256	1.0
507	390	390	39	865.3	43	25.1	1.0	1.10256410256
216	3470	150	15	159.1	15	21.9	0.0432276657061	1.0
273	3480	150	12	90.7	12	4.1	0.0431034482759	1.0
211	3470	350	35	314.5	35	13.6	0.100864553314	1.0
268	3470	30	3	23.1	3	17.0	0.00864553314121	1.0
227	3480	330	33	310.1	33	9.8	0.0948275862069	1.0
218	3480	640	64	631.9	64	23.7	0.183908045977	1.0
366	3480	110	11	96.5	11	8.7	0.0316091954023	1.0
546	310	310	31	305.3	32	3.4	1.0	1.03225806452
234	310	80	8	94.6	8	49.1	0.258064516129	1.0
